customer_id,age,gender,region,acquisition_channel,tenure_months,annual_income,monthly_spend,purchase_frequency,complaints_last_6m,support_tickets,discount_usage_ratio,satisfaction_score,churn,high_purchase_intent,segment
1468,37,Male,West,Online,29,59310.604999999996,615.02,3,1,0,0.152,4.89,0,0,2
1469,58,Female,South,Partner,55,15000.0,236.94,4,0,4,0.147,3.72,0,0,3
1470,21,Male,North,Online,51,54321.21,279.69,1,0,2,0.71,4.82,0,1,3
1471,64,Male,East,Retail,43,58374.78,458.85,6,1,3,0.051,3.91,0,1,2
1472,54,Female,West,Online,45,35533.02,428.1,4,0,2,0.837,4.14,0,1,3
1473,41,Male,North,Retail,52,87237.94,1224.46,2,3,2,0.753,4.28,0,1,1
1474,28,Female,North,Online,14,49299.75,611.94,5,0,3,0.409,4.46,0,1,2
1475,68,Female,West,Online,29,55725.28,691.33,1,0,2,0.425,3.62,0,0,0
1476,33,Female,East,Online,8,49340.06,437.14,2,2,3,0.678,4.15,0,1,0
1477,43,Female,North,Online,50,58531.81,566.75,5,0,2,0.011,3.98,0,1,3
1478,38,Female,West,Partner,32,83546.59,1026.71,4,0,1,0.387,5.0,0,1,1
1479,29,Female,South,Retail,46,104514.28,1306.02,2,0,2,0.18,4.43,0,0,1
1480,39,Female,South,Retail,41,73421.51,871.15,2,0,2,0.181,3.8,0,0,1
1481,25,Female,South,Online,20,79583.89,945.0,3,0,3,0.551,4.82,0,1,1
1482,18,Male,East,Retail,10,90895.69,1122.65,5,0,3,0.246,4.77,0,1,1
1483,33,Male,North,Retail,70,64479.68,424.73,1,1,1,0.375,3.06,0,0,0
1484,23,Female,South,Retail,21,88264.52,591.21,7,0,2,0.717,4.66,0,1,2
1485,39,Male,South,Retail,8,74263.22,978.92,3,0,0,0.621,4.8,0,1,1
1486,62,Male,North,Retail,22,62591.77,593.89,1,0,1,0.33,4.59,0,0,2
1487,26,Male,West,Online,65,66306.14,426.11,5,1,1,0.05,4.23,0,1,3
1488,18,Female,North,Partner,19,27214.49,262.28,5,1,1,0.027,4.69,0,1,2
1489,23,Male,West,Online,71,65258.15,768.01,7,1,2,0.488,4.62,0,1,1
1490,44,Female,North,Online,33,32212.54,408.77,2,1,4,0.422,3.95,0,0,0
1491,32,Female,South,Retail,62,30745.16,446.53,1,0,3,0.796,4.19,0,1,3
1492,43,Female,North,Online,47,63471.82,341.37,3,0,1,0.082,4.64,0,0,3
1493,19,Male,South,Online,4,39946.59,319.0,3,0,2,0.85,4.19,0,1,2
1494,35,Female,East,Online,37,59310.604999999996,278.53,4,0,2,0.213,4.03,0,1,3
1495,39,Female,North,Online,30,62491.82,827.57,2,1,1,0.351,3.61,0,0,0
1496,40,Male,East,Partner,15,63294.89,340.63,4,1,1,0.86,4.22,0,1,2
1497,46,Female,West,Retail,40,43725.81,472.69,5,0,1,0.838,4.24,0,1,2
1498,58,Male,South,Online,8,76176.28,700.07,5,1,3,0.515,4.08,0,1,2
1499,42,Other,North,Partner,50,58393.77,656.55,4,0,1,0.082,5.0,0,1,3
1500,61,Male,East,Retail,59,67939.36,692.73,4,0,1,0.59,4.52,0,1,1
1501,45,Female,North,Retail,7,38464.09,413.82,1,0,1,0.762,4.54,0,1,2
1502,31,Female,North,Online,35,56790.1,583.76,2,1,2,0.262,3.98,0,0,0
1503,29,Male,South,Online,47,79751.3,440.49,5,0,3,0.183,5.0,0,1,2
1504,34,Female,South,Online,5,77463.2,552.57,4,0,1,0.497,5.0,0,1,2
1505,49,Male,North,Online,28,45648.73,447.61,3,0,1,0.749,4.34,0,1,2
1506,30,Female,West,Retail,19,50179.95,371.2,4,0,2,0.505,4.9,0,1,2
1507,65,Female,East,Online,3,42203.64,466.85,1,0,1,0.239,5.0,0,0,2
1508,42,Male,West,Online,58,48184.57,438.07,4,0,1,0.869,4.04,0,1,3
1509,62,Male,South,Retail,32,59310.604999999996,437.41,3,0,1,0.872,5.0,0,1,2
1510,53,Female,South,Online,54,57512.83,336.34,6,1,0,0.658,3.58,0,0,3
1511,35,Male,West,Online,42,71396.49,872.96,2,1,1,0.074,4.18,0,0,1
1512,29,Female,North,Retail,63,45869.05,324.48,4,0,1,0.232,4.55,0,1,3
1513,56,Female,South,Retail,71,58369.09,596.45,1,1,3,0.619,3.11,0,0,0
1514,35,Female,West,Online,43,56031.03,446.17,6,0,1,0.781,5.0,0,1,2
1515,30,Male,South,Partner,26,78992.14,810.5,3,0,3,0.474,4.48,0,0,1
1516,66,Female,West,Retail,31,48991.35,307.26,5,0,2,0.304,4.13,0,1,2
1517,43,Female,South,Retail,59,49646.11,640.44,2,1,2,0.885,4.25,0,1,3
1518,20,Male,South,Online,31,44771.62,448.57,2,0,3,0.381,4.81,0,0,2
1519,43,Male,West,Retail,37,39524.83,546.25,4,0,0,0.916,3.82,0,1,0
1520,41,Male,North,Retail,14,69525.33,742.31,5,0,0,0.532,3.18,0,0,0
1521,62,Male,West,Online,71,57568.01,533.71,2,0,2,0.614,4.42,0,1,3
1522,55,Female,North,Partner,47,60986.58,798.01,2,2,2,0.125,3.36,0,0,0
1523,27,Male,South,Partner,24,82943.54,491.97,4,0,3,0.268,5.0,0,1,2
1524,25,Female,East,Online,42,83977.45,867.43,4,1,1,0.975,4.08,0,1,1
1525,49,Male,East,Retail,29,30367.78,269.39,1,2,3,0.719,3.76,0,0,0
1526,20,Male,West,Online,11,71661.02,783.1,6,1,2,0.477,4.2,0,1,2
1527,34,Male,West,Retail,63,64061.64,313.2,3,0,0,0.521,3.88,0,1,3
1528,25,Female,East,Retail,63,51691.36,462.15,2,2,3,0.088,3.68,0,0,3
1529,19,Female,East,Online,60,65898.31,751.86,9,1,3,0.783,3.7,0,0,1
1530,65,Male,South,Online,27,28925.1,255.5,6,3,2,0.071,2.9,0,0,0
1531,22,Female,West,Online,19,86327.56,520.31,3,0,0,0.387,4.1,0,0,0
1532,18,Male,East,Partner,4,69268.99,559.09,2,1,1,0.411,3.58,0,0,0
1533,66,Male,North,Online,52,44426.44,627.89,3,1,3,0.603,4.33,0,1,3
1534,27,Male,West,Retail,24,49462.62,310.73,4,0,3,0.416,4.26,0,1,2
1535,60,Other,South,Online,64,29343.36,341.23,6,0,1,0.961,4.86,0,1,3
1536,19,Female,South,Online,62,54348.77,828.01,3,0,1,0.798,3.78,0,0,1
1537,25,Female,South,Partner,10,51310.82,652.3,2,0,3,0.959,4.23,0,1,0
1538,23,Male,West,Retail,66,36148.01,206.98,0,0,3,0.519,4.02,0,1,3
1539,54,Male,South,Online,10,73980.64,647.74,1,1,2,0.302,4.14,0,0,0
1540,50,Female,South,Online,35,82982.35,372.49,2,1,1,0.981,4.29,0,1,3
1541,42,Male,North,Online,34,59507.51,781.87,1,1,1,0.081,4.2,0,0,0
1542,30,Female,South,Online,68,54498.36,533.71,4,1,0,0.927,3.85,0,1,3
1543,22,Female,North,Online,47,67829.72,593.75,0,0,0,0.096,4.51,0,0,3
1544,47,Male,East,Retail,63,59646.5,473.06,2,0,0,0.807,4.34,0,1,3
1545,29,Female,West,Online,43,40520.77,419.11,3,0,5,0.78,4.91,0,1,3
1546,48,Other,South,Online,59,48251.8,320.01,3,0,2,0.66,4.55,0,1,3
1547,53,Male,West,Online,61,54664.15,686.27,4,1,1,0.783,4.31,0,1,1
1548,62,Female,West,Online,62,64467.36,624.82,2,1,2,0.088,3.45,0,0,0
1549,43,Female,North,Partner,30,60168.06,586.81,0,1,4,0.374,3.53,0,0,0
1550,18,Male,East,Online,28,63786.65,783.15,4,2,3,0.336,3.89,0,1,1
1551,32,Female,East,Online,70,32553.1,250.21,3,0,1,0.982,4.53,0,1,3
1552,62,Male,South,Retail,54,71973.92,483.26,3,1,3,0.473,4.02,0,0,3
1553,45,Female,West,Partner,66,60061.49,555.37,3,0,1,0.05,3.69,0,0,3
1554,50,Female,South,Retail,41,105948.76,1251.12,4,0,2,0.259,4.13,0,1,1
1555,41,Female,North,Retail,66,53022.58,261.3,1,0,1,0.844,4.33,0,1,3
1556,26,Female,East,Partner,52,65822.25,797.64,3,1,2,0.892,4.74,0,1,1
1557,64,Female,North,Retail,53,110925.94,994.08,2,0,0,0.927,3.65,0,0,1
1558,58,Male,South,Partner,13,63493.65,596.31,2,0,2,0.144,3.92,0,0,0
1559,69,Male,East,Online,41,58782.65,570.56,3,0,2,0.688,3.54,0,0,0
1560,62,Male,East,Retail,52,42235.41,228.19,5,1,0,0.402,4.56,0,1,3
1561,33,Female,South,Retail,55,87508.79,630.51,0,1,2,0.735,4.58,0,1,3
1562,31,Male,South,Partner,68,39136.17,526.25,3,0,4,0.824,4.51,0,1,3
1563,30,Male,North,Online,24,67688.18,534.58,3,0,1,0.261,4.86,0,0,2
1564,65,Female,South,Retail,22,51476.0,497.26,2,1,0,0.5,3.73,0,0,0
1565,46,Male,East,Online,69,56591.95,826.5,3,2,1,0.327,4.05,0,0,1
1566,41,Male,East,Retail,71,59310.604999999996,282.44,5,2,4,0.456,3.34,0,0,3
1567,68,Male,South,Online,13,84176.29,671.03,4,0,0,0.291,4.73,0,1,2
1568,49,Male,North,Retail,27,54999.65,433.51,1,1,1,0.34,4.37,0,0,0
1569,65,Female,East,Retail,68,59310.604999999996,248.65,5,0,0,0.272,4.6,0,1,3
1570,69,Male,East,Online,15,59310.604999999996,1088.97,2,0,1,0.298,4.93,0,0,1
1571,22,Male,North,Online,56,50925.54,770.64,3,1,0,0.578,4.33,0,1,1
1572,36,Female,East,Online,8,66022.93,441.64,2,2,4,0.6,3.72,0,0,0
1573,56,Female,North,Retail,13,75145.49,988.07,2,1,2,0.921,5.0,0,1,1
1574,60,Female,South,Retail,56,68532.62,353.65,3,0,0,0.391,4.9,0,0,3
1575,25,Female,East,Retail,44,20460.56,312.87,4,2,1,0.657,3.55,0,0,0
1576,34,Female,East,Online,40,72516.42,882.82,1,0,3,0.965,4.07,0,1,1
1577,46,Male,East,Retail,61,58188.95,396.58,2,0,1,0.466,4.96,0,0,3
1578,59,Female,West,Retail,22,54077.48,537.33,5,1,2,0.779,4.76,0,1,2
1579,23,Female,North,Online,36,58036.65,700.81,7,0,2,0.97,4.67,0,1,1
1580,49,Male,West,Online,44,31019.41,283.36,5,1,3,0.79,3.4,0,0,0
1581,33,Male,South,Online,53,63459.08,532.02,3,0,2,0.081,4.01,0,0,3
1582,29,Male,South,Online,24,35440.96,392.91,2,0,0,0.193,4.69,0,0,2
1583,44,Female,West,Online,45,54854.89,533.71,4,0,2,0.295,4.83,0,1,3
1584,39,Female,South,Online,32,62812.76,533.71,5,0,4,0.686,4.93,0,1,2
1585,51,Female,North,Online,39,79332.67,534.29,3,0,2,0.671,3.47,0,0,0
1586,34,Male,East,Online,62,45246.96,621.64,4,0,1,0.137,5.0,0,1,3
1587,60,Male,East,Online,28,86128.57,655.57,4,0,2,0.449,5.0,0,1,2
1588,22,Male,East,Retail,48,77043.36,705.15,5,0,1,0.422,3.47,0,0,1
1589,62,Female,North,Online,67,52270.62,331.43,2,1,0,0.69,4.25,0,1,3
1590,19,Female,East,Online,55,40042.51,329.75,2,1,0,0.261,4.63,0,0,3
1591,56,Female,North,Retail,71,34011.31,462.58,2,0,1,0.238,3.81,0,0,3
1592,36,Female,East,Online,42,64891.57,368.01,2,0,2,0.597,4.19,0,1,3
1593,37,Female,East,Online,21,46728.89,507.96,4,1,3,0.083,4.39,0,1,2
1594,18,Female,West,Online,71,81588.42,728.82,5,1,1,0.669,4.06,0,1,1
1595,54,Male,West,Online,46,47768.57,565.08,3,1,0,0.439,4.33,0,0,3
1596,26,Male,North,Retail,18,43787.92,350.93,2,0,1,0.536,4.63,0,1,2
1597,52,Male,North,Online,23,64205.27,805.06,2,0,1,0.802,3.94,0,1,0
1598,55,Male,East,Online,19,47651.16,210.6,4,1,0,0.181,3.82,0,1,0
1599,61,Male,West,Retail,60,60153.9,788.47,5,2,1,0.21,4.2,0,1,1
1600,54,Male,North,Partner,7,77747.81,474.02,5,0,1,0.901,5.0,0,1,2
1601,33,Female,South,Online,53,62110.13,309.0,6,1,3,0.741,4.41,0,1,3
1602,56,Male,South,Online,40,62177.36,533.71,2,0,1,0.263,5.0,0,0,3
1603,60,Female,South,Online,6,63692.64,367.13,1,0,3,0.721,4.52,0,1,2
1604,34,Female,East,Retail,44,59310.604999999996,294.1,3,0,5,0.457,5.0,0,0,3
1605,24,Female,South,Retail,54,67053.08,827.49,3,0,2,0.617,4.52,0,1,1
1606,64,Female,South,Retail,52,62878.77,785.79,2,1,2,0.787,4.22,0,1,1
1607,25,Male,West,Online,38,76072.15,533.71,5,0,2,0.045,4.79,0,1,2
1608,48,Female,South,Online,24,70904.59,970.29,0,0,0,0.611,4.19,0,1,1
1609,30,Male,North,Retail,12,56364.92,461.22,1,0,2,0.338,4.0,0,0,0
1610,24,Female,West,Online,1,78583.07,294.2,0,1,2,0.516,3.54,0,0,0
1611,58,Male,South,Partner,26,54732.65,671.95,3,3,2,0.364,3.16,0,0,0
1612,25,Male,West,Online,45,64448.83,427.36,4,1,1,0.941,5.0,0,1,3
1613,52,Female,West,Online,3,54399.31,283.09,1,3,1,0.597,4.33,1,1,0
1614,54,Female,East,Online,71,68311.64,424.99,4,1,0,0.847,4.19,0,1,3
1615,21,Male,North,Online,42,53223.18,391.44,3,0,3,0.257,4.2,0,0,3
1616,26,Female,West,Retail,21,89655.93,614.67,2,3,1,0.365,2.4,1,0,0
1617,59,Male,East,Online,69,96312.53,705.73,2,0,0,0.787,4.1,0,1,3
1618,44,Female,South,Retail,14,75730.89,718.68,8,1,2,0.234,3.99,0,1,2
1619,24,Male,West,Retail,68,87743.34,1045.18,6,0,1,1.0,4.5,0,1,1
1620,69,Male,West,Retail,21,32294.14,428.49,3,0,3,0.66,4.13,0,1,0
1621,31,Male,West,Retail,27,34415.2,171.18,1,1,3,0.897,4.07,0,1,0
1622,18,Male,North,Partner,31,54211.91,323.42,1,2,3,0.105,4.0,0,0,0
1623,66,Male,East,Retail,71,60742.16,627.75,4,0,3,0.414,4.1,0,1,3
1624,18,Male,South,Online,18,56432.27,278.65,4,0,2,0.336,5.0,0,1,2
1625,46,Male,North,Retail,70,30441.57,300.38,3,1,1,0.971,4.33,0,1,3
1626,69,Male,South,Partner,25,80728.65,804.11,1,0,0,0.145,4.99,0,0,1
1627,48,Female,North,Online,21,98775.57,1120.0,2,0,2,0.748,4.22,0,1,1
1628,48,Male,North,Retail,46,83057.78,495.25,6,1,3,0.631,4.48,0,1,2
1629,38,Female,East,Online,50,79539.42,861.31,4,2,1,0.851,4.33,0,1,1
1630,24,Female,East,Retail,25,64070.15,676.61,11,2,0,0.977,5.0,0,1,2
1631,47,Male,South,Online,10,44826.05,555.63,7,0,1,0.806,5.0,0,1,2
1632,64,Female,North,Retail,29,61305.5,422.4,6,0,1,0.252,5.0,0,1,2
1633,22,Male,West,Online,39,97900.58,1093.57,6,0,2,0.834,4.38,0,1,1
1634,63,Male,East,Retail,3,53664.21,585.5,1,1,3,0.527,4.56,0,1,2
1635,39,Female,East,Online,6,51810.77,307.87,3,0,1,0.653,3.93,0,1,0
1636,45,Female,North,Retail,66,79931.47,834.67,4,1,1,0.28,3.98,0,1,1
1637,26,Female,North,Online,3,81126.35,821.52,6,0,0,0.816,4.94,0,1,2
1638,50,Male,North,Retail,29,44737.77,331.19,0,1,1,0.444,3.49,0,0,0
1639,27,Female,North,Online,55,55293.28,545.5,2,0,2,0.808,3.98,0,1,3
1640,32,Male,West,Online,24,50965.7,433.7,3,0,2,0.427,4.03,0,0,0
1641,55,Male,South,Online,36,61254.41,715.06,4,1,1,0.617,4.46,0,1,1
1642,20,Male,East,Partner,7,59310.604999999996,276.11,4,1,3,0.103,4.03,0,1,2
1643,41,Other,West,Online,57,45527.5,444.31,3,1,1,0.092,4.7,0,0,3
1644,48,Male,West,Retail,46,79613.97,492.21,4,1,1,0.953,5.0,0,1,3
1645,24,Female,South,Online,61,61829.72,721.45,5,0,0,0.726,4.89,0,1,1
1646,33,Female,South,Retail,62,101871.46,1094.61,3,0,0,0.173,4.39,0,0,1
1647,35,Female,South,Online,25,65738.96,599.99,5,0,2,0.598,4.77,0,1,2
1648,52,Female,North,Online,3,58255.47,514.29,5,0,0,0.781,4.3,0,1,2
1649,68,Female,West,Online,25,70344.87,503.94,0,0,0,0.599,4.47,0,1,0
1650,61,Male,East,Online,11,53931.37,358.35,3,1,1,0.448,5.0,0,0,2
1651,27,Male,South,Online,38,27685.08,348.15,1,1,1,0.835,4.02,0,1,0
1652,18,Female,East,Online,11,55670.62,267.93,7,0,4,0.051,4.68,0,1,2
1653,20,Male,East,Online,66,59310.604999999996,731.12,3,1,0,0.633,4.22,0,1,1
1654,48,Male,North,Partner,43,31338.29,348.91,7,1,1,0.473,4.22,0,1,2
1655,26,Male,East,Online,18,58685.37,737.6,3,0,1,0.648,4.81,0,1,2
1656,30,Male,West,Partner,66,22792.02,260.3,5,2,2,0.29,3.25,0,0,3
1657,62,Male,East,Online,55,53741.64,552.84,2,0,0,0.162,4.52,0,0,3
1658,63,Male,East,Online,32,64384.73,294.0,3,0,2,0.974,3.81,0,1,0
1659,61,Female,North,Online,11,61745.93,788.74,3,1,0,0.864,4.33,0,1,2
1660,31,Male,East,Online,25,52600.75,533.71,2,0,2,0.909,4.93,0,1,2
1661,50,Other,West,Online,42,58460.45,630.31,6,1,1,0.769,3.99,0,1,1
1662,49,Female,South,Retail,55,45886.84,560.09,3,2,2,0.065,2.86,0,0,0
1663,27,Male,East,Retail,19,60194.7,387.75,6,0,1,0.628,4.97,0,1,2
1664,46,Female,East,Retail,53,61045.56,647.3,3,0,1,0.381,4.55,0,0,3
1665,45,Female,North,Online,21,43795.5,514.89,4,0,2,0.334,5.0,0,1,2
1666,38,Female,South,Online,18,64818.59,300.8,3,0,0,0.249,5.0,0,0,2
1667,57,Male,West,Retail,32,64706.15,882.49,3,1,2,0.181,4.46,0,0,1
1668,53,Male,West,Online,12,57008.22,711.08,1,0,3,0.139,4.05,0,0,0
1669,45,Male,South,Online,29,103578.85,1397.79,3,0,1,0.121,4.44,0,0,1
1670,55,Female,South,Online,26,57467.36,702.53,5,0,1,0.712,4.82,0,1,2
1671,57,Other,West,Online,20,54973.78,376.71,0,2,2,0.93,3.82,0,1,0
1672,47,Female,North,Retail,56,52396.92,596.76,3,0,0,0.38,4.3,0,0,3
1673,31,Female,South,Online,24,42523.09,221.69,3,2,1,0.106,3.19,0,0,0
1674,57,Other,North,Online,50,72346.15,533.71,5,0,3,0.221,5.0,0,1,3
1675,55,Female,North,Partner,52,47647.55,286.98,5,0,0,0.747,4.77,0,1,3
1676,69,Male,East,Partner,48,49776.93,672.39,0,0,1,0.349,4.63,0,0,3
1677,25,Female,South,Online,20,50311.65,310.48,4,0,1,0.663,4.19,0,1,2
1678,39,Male,West,Online,59,42271.02,327.68,2,1,1,0.206,4.85,0,0,3
1679,66,Male,West,Retail,17,28480.5,135.97,2,1,0,0.757,4.77,0,1,2
1680,44,Female,West,Online,20,51667.08,569.51,8,1,2,0.655,4.42,0,1,2
1681,67,Female,East,Online,63,75720.04,490.5,1,0,2,0.222,4.5,0,0,3
1682,18,Male,East,Online,25,63545.64,368.2,1,2,1,0.932,3.91,0,1,0
1683,19,Female,East,Online,50,88090.35,534.81,2,3,0,0.523,3.6,0,0,0
1684,59,Male,West,Partner,4,73517.21,476.95,6,1,0,0.22,4.73,0,1,2
1685,36,Male,North,Retail,44,69431.37,967.0,3,0,1,0.567,4.76,0,1,1
1686,45,Male,East,Partner,62,93887.68,872.03,3,0,0,0.415,4.56,0,0,1
1687,40,Female,North,Retail,51,58251.38,419.79,4,1,0,0.917,3.77,0,0,3
1688,39,Female,South,Retail,42,61135.36,367.95,8,0,3,0.31,4.65,0,1,2
1689,66,Male,South,Retail,61,59793.64,320.61,3,0,5,0.886,4.63,0,1,3
1690,22,Male,East,Retail,22,87788.16,642.26,1,0,3,0.742,4.65,0,1,2
1691,58,Male,West,Online,27,60045.28,304.37,2,0,1,0.68,5.0,0,1,2
1692,64,Male,North,Online,5,48331.01,179.3,6,0,1,0.184,5.0,0,1,2
1693,52,Female,East,Online,50,70578.16,395.52,4,0,1,0.086,4.97,0,1,3
1694,38,Female,North,Online,52,45307.32,342.54,4,0,2,0.864,4.63,0,1,3
1695,26,Female,North,Online,54,69602.49,872.71,4,0,2,0.571,4.71,0,1,1
1696,53,Male,South,Online,54,67449.14,324.08,4,1,1,0.965,3.98,0,1,3
1697,42,Female,East,Retail,10,56590.75,586.06,3,1,0,0.516,4.7,0,1,2
1698,25,Male,North,Online,48,70184.61,723.85,3,0,1,0.591,5.0,0,1,1
1699,36,Male,South,Online,55,33219.78,470.11,5,0,1,0.997,5.0,0,1,3
1700,68,Female,West,Online,15,62933.32,344.34,5,0,0,0.716,5.0,0,1,2
1701,31,Female,South,Online,34,51670.22,644.03,0,0,1,0.36,4.3,0,0,0
1702,27,Female,West,Partner,65,111520.74,1404.32,3,1,1,0.828,4.04,0,1,1
1703,53,Female,West,Online,30,62804.85,857.71,2,0,3,0.295,4.28,0,0,1
1704,28,Female,South,Online,54,49264.94,613.4,4,0,1,0.525,4.25,0,1,3
1705,65,Female,East,Online,38,35190.57,208.89,5,0,2,0.238,4.73,0,1,2
1706,62,Male,East,Retail,47,83497.31,1168.69,3,1,0,0.995,2.9,0,0,1
1707,69,Male,South,Retail,45,53699.41,676.59,2,0,1,0.935,4.25,0,1,3
1708,65,Male,South,Online,47,45755.66,338.42,3,1,0,0.874,4.33,0,1,3
1709,30,Male,South,Online,56,66053.39,410.29,2,0,0,0.401,5.0,0,0,3
1710,29,Male,North,Retail,65,71694.94,1003.26,4,1,0,0.729,4.35,0,1,1
1711,35,Male,North,Partner,21,71411.15,390.25,4,2,0,0.261,4.02,0,1,2
1712,42,Female,South,Online,66,60355.51,725.49,5,0,0,0.39,4.33,0,1,1
1713,63,Female,West,Online,45,62865.42,554.81,5,0,3,0.805,5.0,0,1,2
1714,56,Female,North,Online,43,64176.67,742.05,2,1,3,0.056,4.33,0,0,1
1715,51,Male,North,Online,24,66055.13,311.85,2,1,0,0.05,5.0,0,0,2
1716,63,Female,South,Retail,30,67647.93,778.07,1,2,1,0.661,3.4,0,0,0
1717,51,Male,East,Partner,47,79700.15,733.62,4,0,0,0.775,5.0,0,1,1
1718,37,Male,North,Partner,26,61015.47,809.14,1,0,1,0.384,4.44,0,0,1
1719,39,Male,North,Retail,21,45297.54,280.66,1,1,0,0.675,3.92,0,1,0
1720,44,Male,North,Online,59,57402.75,323.45,5,1,2,0.903,4.74,0,1,3
1721,22,Male,South,Partner,30,73568.05,427.89,2,2,1,0.1,4.48,0,0,2
1722,56,Female,North,Online,46,27842.5,203.79,3,0,1,0.831,4.48,0,1,3
1723,51,Female,West,Online,3,59310.604999999996,370.29,0,0,0,0.582,4.49,0,1,0
1724,56,Female,West,Retail,6,76528.97,360.07,2,1,0,0.422,4.04,0,0,0
1725,45,Male,South,Online,61,87362.21,526.5,4,1,2,0.052,4.3,0,1,3
1726,58,Female,North,Retail,11,37226.4,437.47,1,0,1,0.384,3.92,0,0,0
1727,67,Female,North,Partner,57,61808.27,444.08,0,0,2,0.794,2.99,0,0,0
1728,47,Male,South,Retail,64,52808.19,411.45,3,0,3,0.542,3.47,0,0,3
1729,41,Female,South,Retail,35,55305.06,620.4,2,0,0,0.176,4.49,0,0,3
1730,23,Female,East,Online,63,65499.56,583.63,4,0,0,0.232,4.17,0,1,3
1731,58,Male,South,Online,31,36728.34,465.9,4,0,2,0.848,4.48,0,1,2
1732,65,Male,South,Retail,68,40070.08,483.27,1,0,0,0.433,4.29,0,0,3
1733,54,Female,South,Retail,17,54577.48,358.69,0,0,0,0.095,4.15,0,0,0
1734,63,Male,East,Partner,31,57383.24,571.21,1,2,1,0.973,3.45,0,0,0
1735,62,Male,East,Online,28,39732.81,511.78,4,1,2,0.253,4.67,0,1,2
1736,59,Male,North,Online,56,74213.66,609.62,5,2,1,0.796,4.09,0,1,1
1737,44,Female,South,Online,4,52483.9,565.84,4,0,2,0.013,5.0,0,1,2
1738,23,Male,East,Retail,59,52407.28,443.33,2,2,1,0.257,3.87,0,0,3
1739,18,Male,East,Retail,2,65087.86,573.97,2,1,1,0.337,3.22,0,0,0
1740,28,Male,East,Partner,23,57679.65,634.56,9,1,1,0.859,4.33,0,1,2
1741,40,Female,East,Online,43,75074.58,388.53,3,0,3,0.748,4.47,0,1,3
1742,56,Female,East,Online,11,43198.39,354.72,5,0,4,0.308,4.55,0,1,2
1743,41,Female,South,Online,35,34847.04,177.66,1,1,2,0.787,3.75,0,0,0
1744,19,Male,East,Online,71,54423.82,720.72,1,2,0,0.81,3.45,0,0,3
1745,28,Male,South,Online,59,61084.25,671.63,5,2,5,0.512,3.35,0,0,1
1746,68,Female,South,Retail,3,37666.39,254.53,3,0,0,0.508,4.58,0,1,2
1747,69,Male,North,Online,43,35020.44,204.04,5,0,1,0.51,4.65,0,1,2
1748,37,Female,South,Online,43,63281.36,852.52,4,2,0,0.167,4.33,0,0,1
1749,59,Female,North,Retail,5,46359.95,309.16,1,0,4,0.813,4.35,0,1,0
1750,55,Male,North,Retail,47,33854.79,270.39,5,0,2,0.715,4.71,0,1,3
1751,66,Other,South,Online,37,77376.14,394.49,5,0,0,0.849,4.7,0,1,2
1752,64,Female,East,Online,49,48627.7,501.1,4,2,1,0.816,3.57,0,0,0
1753,50,Male,West,Retail,22,80696.61,511.21,2,0,1,0.785,4.86,0,1,2
1754,38,Female,North,Retail,19,60512.47,729.13,2,0,2,0.78,5.0,0,1,2
1755,50,Male,West,Retail,53,65305.66,763.95,5,0,2,0.944,4.37,0,1,1
1756,34,Female,South,Online,52,56193.0,256.51,2,0,2,0.605,4.13,0,1,3
1757,36,Male,East,Online,12,15000.0,160.83,4,0,1,0.828,4.85,0,1,2
1758,49,Male,East,Partner,16,39537.84,242.07,4,1,1,0.801,3.68,0,0,0
1759,47,Female,West,Online,42,57737.23,262.86,4,2,2,0.27,3.2,0,0,0
1760,48,Male,North,Online,59,66565.12,706.6,1,1,1,0.566,3.8,0,0,3
1761,38,Male,West,Partner,15,27785.87,176.13,7,0,0,0.73,5.0,0,1,2
1762,39,Female,North,Online,16,59035.17,758.79,4,0,4,0.103,3.94,0,1,0
1763,18,Male,West,Retail,58,39799.25,446.81,1,0,3,0.531,4.3,0,1,3
1764,49,Male,East,Retail,50,64223.16,414.11,6,1,1,0.003,3.37,0,0,0
1765,47,Male,South,Online,65,59650.79,902.67,4,1,0,0.24,4.66,0,1,1
1766,66,Male,South,Retail,56,73383.03,705.42,2,2,1,0.486,4.54,0,0,3
1767,44,Male,North,Online,68,79202.81,506.54,2,1,1,0.307,3.72,0,0,3
1768,42,Female,West,Retail,14,68261.82,606.2,5,0,4,0.771,4.65,0,1,2
1769,21,Female,East,Partner,20,75487.08,999.35,5,0,1,0.637,4.57,0,1,1
1770,28,Male,West,Retail,17,53693.84,435.96,4,0,0,0.268,4.75,0,1,2
1771,35,Female,East,Online,4,110816.11,848.06,1,3,1,0.017,3.3,1,0,0
1772,37,Female,West,Retail,56,38061.26,356.39,4,0,0,0.255,4.55,0,1,3
1773,36,Female,West,Partner,47,50500.4,368.7,2,0,2,0.519,4.02,0,1,3
1774,38,Female,South,Retail,7,76224.45,386.98,7,1,1,0.762,3.87,0,1,2
1775,57,Female,East,Retail,15,73548.98,699.25,7,2,1,0.603,4.62,0,1,2
1776,24,Female,South,Online,14,68773.0,866.53,5,0,1,0.056,3.83,0,1,1
1777,35,Female,West,Retail,29,72155.74,812.84,3,1,1,0.467,4.21,0,0,1
1778,26,Female,East,Online,33,22495.97,137.75,4,0,1,0.96,4.33,0,1,2
